Title,Author,Year,Citation count,Open access,Keyword
Flow Matching for Tabular Data Synthesis,Bahrul Ilmi Nasution|Floor Eijkelboom|Mark Elliot|Richard Allmendinger|Christian A. Naesseth,2025,0,Open Access,Matching (statistics)|Synthetic data|Flow (mathematics)|Variance (accounting)|Path (computing)|Set (abstract data type)|Data set|Probability distribution
SampleLLM: Optimizing Tabular Data Synthesis in Recommendations,Jingtong Gao|Zhaocheng Du|Xiaopeng Li|Yichao Wang|Xiangyang Li|Huifeng Guo|Ruiming Tang|Xiangyu Zhao,2025,0,Open Access,Computer science
Tabular Data Synthesis with Differential Privacy: A Survey,Mengmeng Yang|Chi‐Hung Chi|Kwok-Yan Lam|Jie Feng|Taolin Guo|Wei Ni,2024,0,Open Access,Differential privacy|Internet privacy|Differential (mechanical device)|Computer science|Computer security|Business|Data mining|Engineering
"Review of: ""SampleLLM: Optimizing Tabular Data Synthesis in Recommendations""",Markus Bayer,2025,0,Open Access,Computer science
SiloFuse: Cross-silo Synthetic Data Generation with Latent Tabular Diffusion Models,Aditya Shankar|Hans Brouwer|Rihan Hai|Lydia Y. Chen,2024,6,NOT Open Access,Silo|Diffusion|Computer science|Thermodynamics|Physics|Engineering|Mechanical engineering
A tabular data generation framework guided by downstream tasks optimization,Fengwei Jia|Hongli Zhu|Fengyuan Jia|Xinyue Ren|Siqi Chen|Hongming Tan|Wai Kin Chan,2024,5,Open Access,Downstream (manufacturing)|Computer science|Task (project management)|Upstream (networking)|Data mining|Fidelity|Field (mathematics)|Generative model|Volume (thermodynamics)|Generative grammar|Artificial intelligence|Systems engineering|Mathematics
Interactive Table Synthesis With Natural Language,Yanwei Huang|Yunfan Zhou|Ran Chen|Changhao Pan|Xinhuan Shu|Di Weng|Yingcai Wu,2023,15,NOT Open Access,Computer science|Pipeline (software)|Table (database)|Leverage (statistics)|Usability|Task (project management)|Transformation (genetics)|Data transformation|Natural language|Programming language|Human–computer interaction|Natural language processing|Artificial intelligence|Data mining|Data warehouse
TabularQGAN: A quantum generative model for tabular data synthesis,Pallavi Bhardwaj|C. R. Jones|Lasse Dierich|Aleksandar Vučković,2025,0,Open Access,Generalization|Quantum|Generative grammar|Categorical variable|Generative model|Task (project management)|Benchmark (surveying)|Quantum algorithm
Multi-objective evolutionary GAN for tabular data synthesis,Nian Ran|Bahrul Ilmi Nasution|Claire Little|Richard Allmendinger|Mark Elliot,2024,0,Open Access,Computer science
TabularQGAN: a quantum generative model for tabular data synthesis,Pallavi Bhardwaj|C. R. Jones|Lasse Dierich|Aleksandar Vučković,2026,0,Open Access,Generative grammar|Categorical variable|Quantum|Generative model|Python (programming language)|Generalization|Quantum computer|Data-driven
QTabGAN: A Hybrid Quantum-Classical GAN for Tabular Data Synthesis,Subhangi Kumari|Rakesh Achutha|Vignesh Sivaraman,2026,0,Open Access,Exploit|Benchmark (surveying)|Scalability|Generative grammar|Feature (linguistics)|Generative model|Data type|Data modeling|Scale (ratio)
QTabGAN: A Hybrid Quantum-Classical GAN for Tabular Data Synthesis,Subhangi Kumari|Rakesh Achutha|Vignesh Sivaraman,2026,0,Open Access,Exploit|Benchmark (surveying)|Scalability|Generative grammar|Feature (linguistics)|Generative model|Data type|Data modeling|Scale (ratio)
Interventions for improving outcomes in patients with multimorbidity in primary care and community settings,Susan M. Smith|Emma Wallace|Tom O’Dowd|Martin Fortin,2016,895,Open Access,Multimorbidity|Comorbidity|Psychological intervention|Medicine|Depression (economics)|Epidemiology|Chronic condition|Diabetes mellitus|Disease|Primary care|Chronic disease|Gerontology|Intensive care medicine|Psychiatry|Family medicine
TabGeoFlow: A Geometric Flow Matching Model for Tabular Data Synthesis,Association for Artificial Intelligence 2026|Jong In Choi,2026,0,Open Access,Matching (statistics)|Generative model|Path (computing)|Synthetic data|Key (lock)|Core (optical fiber)|Component (thermodynamics)|Flow (mathematics)|Data modeling|Generative grammar
TabGeoFlow: A Geometric Flow Matching Model for Tabular Data Synthesis,Jong In Choi,2026,0,Open Access,Matching (statistics)|Generative model|Synthetic data|Component (thermodynamics)|Path (computing)|Flow (mathematics)|Key (lock)|Fidelity|Core (optical fiber)
LCATS: LLM-Guided Constraint-Aware Tabular Data Synthesis,Qing Li|Yanyan Shen|Qibin Zheng|Yi Liu|Xingchun Diao,2026,0,Open Access,Executable|Constraint (computer-aided design)|Synthetic data|Benchmark (surveying)|Statistical model|Fidelity|Scheme (mathematics)|Code (set theory)
A Stochastic Diffusion Framework for Tabular Data Synthesis and Completion,Ivan Malashin|Igor Masich|D. A. Martysyuk|Andrei Gantimurov|Aleksei Borodulin|V. A. Nelyub|Vadim Tynchenko,2025,0,NOT Open Access,Completion (oil and gas wells)|Diffusion|Term (time)|Noise (video)
Balanced Mixed-Type Tabular Data Synthesis with Diffusion Models.,Zeyu Yang|Han Yu|Peikun Guo|Khadija Zanna|Xiaoxue Yang|Akane Sano,2025,0,NOT Open Access,Diffusion|Synthetic data|Odds|Data modeling|Generative model|Quality (philosophy)|Training set
Consistency-driven Diffusion for Robust Tabular Data Synthesis,JiHyun Yun|Seoung Bum Kim,2025,0,NOT Open Access,Diffusion|Feature (linguistics)|Noise (video)|Stability (learning theory)
Oral Cancer Detection by Using Tabular Data Synthesis and Classification,Zhiyun Xue|Sivaramakrishnan Rajaraman|Zhaohui Liang|Niccolò Marini|Sameer Antani,2025,0,Open Access,Cancer|Pattern recognition (psychology)|Cancer detection|Feature (linguistics)|Data set
Federated Diffusion Modeling With Differential Privacy for Tabular Data Synthesis,Timur Sattarov|Marco Schreyer|Damian Borth,2025,0,NOT Open Access,Differential privacy|Information privacy|Probabilistic logic|Data sharing|Analytics|Data anonymization|Data analysis|Federated learning|Big data
Federated Diffusion Modeling with Differential Privacy for Tabular Data Synthesis,Timur Sattarov|Marco Schreyer|Damian Borth,,0,NOT Open Access,Differential privacy|Information privacy|Probabilistic logic|Data sharing|Analytics|Data anonymization|Data analysis|Federated learning|Big data
Federated Diffusion Modeling with Differential Privacy for Tabular Data Synthesis,Timur Sattarov|Marco Schreyer|Damian Borth,2024,0,Open Access,Diffusion|Computer science|Synthetic data|Data science|Artificial intelligence|Thermodynamics|Physics
Data-Centric AI: Tabular Data Synthesis with Deep Generative Models,Alex X. Wang,2024,0,Open Access,Computer science|Generative grammar|Field (mathematics)|Artificial intelligence|Range (aeronautics)|Generative model|Domain (mathematical analysis)|Machine learning|Data mining|Data science|Engineering|Mathematics
HeteroFedSyn: Differentially Private Tabular Data Synthesis for Heterogeneous Federated Settings,Xiaochen Li|Fengyu Gao|Xizixiang Wei|Tianhao Wang|Cong Shen|Jing Yang,2026,0,Open Access,Differential privacy|Dependency (UML)|Projection (relational algebra)|Reusability|Metric (unit)|Key (lock)|Multiplicative function|Range (aeronautics)|Code (set theory)|Estimator
HeteroFedSyn: Differentially Private Tabular Data Synthesis for Heterogeneous Federated Settings,Xiaochen Li|Fengyu Gao|Xizixiang Wei|Tianhao Wang|Cong Shen|Jing Yang,2026,0,Open Access,Differential privacy|Dependency (UML)|Projection (relational algebra)|Reusability|Metric (unit)|Key (lock)|Multiplicative function|Range (aeronautics)|Code (set theory)|Estimator
Synthesising Tabular Datasets Using Wasserstein Conditional GANS with Gradient Penalty (WCGAN-GP),Susan McKeever|Manhar Singh Walia,2020,7,Open Access,Computer science|Mathematics
Differentially Private Tabular Data Synthesis using Large Language Models,Toan V. Tran|Li Xiong,2024,0,Open Access,Computer science|Programming language
HeteroFedSyn: Differentially Private Tabular Data Synthesis for Heterogeneous Federated Settings,Xiaochen Li|Fengyu Gao|Xizixiang Wei|Tianhao Wang|Cong Shen|Jing Yang,2026,0,NOT Open Access,Dependency (UML)|Differential privacy|Reusability|Projection (relational algebra)|Metric (unit)|Key (lock)|Multiplicative function|Range (aeronautics)|Code (set theory)|Estimator
ReTabSyn: Realistic Tabular Data Synthesis via Reinforcement Learning,Xiaofeng Lin|Seungbae Kim|Zhuoya Li|Zachary DeSoto|Charles Fleming|Guang Cheng,2026,0,Open Access,Generator (circuit theory)|Feature (linguistics)|Pipeline (software)|Generative grammar|Class (philosophy)|Reinforcement learning|Data-driven|Generative model|Synthetic data
FLIP4Tab: Federated Latent In-Context Priors for Tabular Data Synthesis,Lingyu Qiu|Stefano Izzo|Daniela Annunziata|Fabio Giampaolo|Francesco Piccialli,2026,0,NOT Open Access,Prior probability|Data modeling|Prior information|Synthetic data|Noisy data
Hypergraph-Driven Tabular Data Synthesis with Multi-objective Optimization,Jing Ouyang|Jia Xu|Sheng Xiang|Ying Zhang|Qin Lu,2025,0,NOT Open Access,Hypergraph|Benchmark (surveying)|Consistency (knowledge bases)|Feature (linguistics)|Generative model|Focus (optics)|Generative grammar|Synthetic data
ReTabSyn: Realistic Tabular Data Synthesis via Reinforcement Learning,Xiaofeng Lin|Seungbae Kim|Zhuoya Li|Zachary DeSoto|Charles Fleming|Guang Cheng,2026,0,Open Access,Generator (circuit theory)|Feature (linguistics)|Pipeline (software)|Generative grammar|Class (philosophy)|Reinforcement learning|Data-driven|Generative model|Synthetic data
Adversarial and Reconstruction-Based Models for Tabular Data Synthesis: A Systematic Review,A V Prithvi|Prem Jatin Verma|Rutuja Rahul Deuskar|Umme Z Ayman|P Shruthi,2026,0,Open Access,Adversarial system|Robustness (evolution)|Probabilistic logic|Scalability|Strengths and weaknesses|Generative grammar|Adversarial machine learning|Data modeling|Class (philosophy)
SynDiSC: High-Quality Tabular Data Synthesis with Distributional and Semantic Consistency,Fan Wu|Haoye Pan|Hao Wu|Kai Qian|Shucheng Li|Feng Lyu,2026,0,Open Access,Consistency (knowledge bases)|Data consistency|Set (abstract data type)|Feature (linguistics)
Adversarial and Reconstruction-Based Models for Tabular Data Synthesis: A Systematic Review,A V Prithvi|Prem Jatin Verma|Rutuja Rahul Deuskar|Umme Z Ayman|P Shruthi,2026,0,Open Access,Adversarial system|Robustness (evolution)|Probabilistic logic|Scalability|Strengths and weaknesses|Generative grammar|Adversarial machine learning|Data modeling|Class (philosophy)
Entity-based Financial Tabular Data Synthesis with Diffusion Models,Changshuo Liu|Canyao Liu,2024,0,Open Access,Diffusion|Computer science
VISUAL INTEGRATION OF RESULTS FROM A LARGE DNA BIOBANK (BIOVU) USING SYNTHESIS-VIEW,Sarah A. Pendergrass|Scott Dudek|Dan M. Roden|Dana C. Crawford|Marylyn D. Ritchie,2010,20,NOT Open Access,Biobank|Biorepository|Single-nucleotide polymorphism|Computer science|Computational biology|Sample (material)|Replication (statistics)|Association test|Medicine|Information retrieval|Bioinformatics|Genetics|Genotype|Biology
Neural Network Approach to Program Synthesis for Tabular Transformation by Example,Yoshifumi Ujibashi|Atsuhiro Takasu,2022,3,Open Access,Computer science|Transformation (genetics)|Artificial neural network|Program transformation|Theoretical computer science|Artificial intelligence
An Empirical Study on the Membership Inference Attack against Tabular Data Synthesis Models,"Jihyeon Hyeong|Kim, Jayoung|Noseong Park|Sushil Jajodia",2022,0,Open Access,Computer science|Inference|Differential privacy|Context (archaeology)|Information leakage|Attack model|Key (lock)|Data mining|Machine learning|Computer security|Artificial intelligence
Relationship between sleep duration and childhood obesity: Systematic review including the potential underlying mechanisms,Regina Felsö|Szimonetta Lohner|Katalin Hollódy|Éva Erhardt|Dénes Molnár,2017,219,NOT Open Access,Medicine|Duration (music)|Obesity|Sleep (system call)|Childhood obesity|Internal medicine|Overweight|Computer science|Physics
Synth-MIA: A Testbed for Auditing Privacy Leakage in Tabular Data Synthesis,Joshua Ward|Xiaofeng Lin|Chi-Hua Wang|Guang Cheng,2025,0,Open Access,Information privacy|Testbed|Audit|Information leakage|Inference|Synthetic data|Implementation|Security token
Automating differentially private tabular data synthesis via Bayesian optimization,Shaochong Pang|Yabo Yin|Wenzhong Yang|Zhishan Feng|Xiaodan Tian|Xiaoping Yang,2026,0,Open Access,Hyperparameter|Bayesian optimization|Differential privacy|Gaussian process|Inference|Process (computing)|Bayesian probability|Bayesian inference|Differential evolution
Causality for Tabular Data Synthesis: A High-Order Structure Causal Benchmark Framework,Zineb Senane|Axel Karlsson|Lele Cao|Oleg Smirnov|Cheng Zhang|Sahar Asadi|Hedvig Kjellström|Gustav Eje Henter|Ruibo Tu,2026,0,Open Access,Causality (physics)|Benchmark (surveying)|Order (exchange)|Causal structure|Computer science|Econometrics|Data mining|Mathematics|Economics|Geography|Cartography|Physics
Navigating Tabular Data Synthesis Research: Understanding User Needs and Tool Capabilities,Maria F. Davila R|Sven Groen|Fabian Panse|Wolfram Wingerath,2024,0,Open Access,Computer science|User needs|Human–computer interaction|Data science|Process management|Engineering|Multimedia
FbMapping: AN AUTOMATED SYSTEM FOR MONITORING FACEBOOK DATA,Md. Sarwar Kamal|Nilanjan Dey|Amira S. Ashour|Shamim Ripon|Valentina Emilia Bălaş|Mohammad Shibli Kaysar,2017,33,NOT Open Access,Computer science
Association between the reproductive health of young women and cardiovascular disease in later life: umbrella review,Kelvin Okoth|Joht Singh Chandan|Tom Marshall|Shakila Thangaratinam|G. Neil Thomas|Krishnarajah Nirantharakumar|Nicola J. Adderley,2020,426,Open Access,Medicine|Polycystic ovary|Miscarriage|Gestational diabetes|Obstetrics|Population|Pregnancy|Gynecology|Diabetes mellitus|Gestation|Endocrinology|Insulin resistance
AFT-Tab: Adversarial Fine-Tuning for Tabular Data Synthesis with Long Text Columns,Association for Computational Linguistics 2026|Shaoming Duan|Peiyi Han|Chuanyi Liu|Jinhang Su|Liang Yan|Xinyu Zha|Yuhao Zhang,2026,0,Open Access,Generator (circuit theory)|Task (project management)|Benchmark (surveying)|Fidelity|Adversarial system|Statistical model|Column (typography)
Meta‐Analysis Constrained by Data: Recommendations to Improve Relevance of Nutrient Management Research,Alison J. Eagle|Laura E. Christianson|Rachel L. Cook|R. Daren Harmel|Fernando E. Miguez|Song S. Qian|Dorivar A. Ruiz Diaz,2017,47,Open Access,Standardization|Meta-analysis|Data collection|Terminology|Computer science|Data quality|Consistency (knowledge bases)|Agriculture|Data science|Best practice|Field (mathematics)|Business|Statistics|Marketing|Mathematics|Metric (unit)|Geography
