Geography,Gender,HasCrCard,IsActiveMember,CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,borrar,Exited
2,0,1,0,8297,3970,5,7967,1,24166,24168,1
0,0,1,0,17434,2544,7,13626,1,10529,10563,0
1,0,1,0,1555,2276,5,13922,0,16278,16322,0
1,1,0,0,7626,3541,6,13548,1,9974,9970,0
0,0,1,1,3617,1652,3,5305,0,23556,23570,0
1,1,0,1,5425,2156,0,2479,0,2476,2540,1
1,1,1,0,20848,2668,8,7898,0,9265,9265,0
0,1,1,1,19319,2040,4,0,1,16552,16444,0
1,1,0,0,21226,1781,5,2735,1,25381,25423,0
0,0,1,0,10408,4708,3,13076,0,7982,7945,1
0,1,0,1,8315,1161,1,7916,0,5762,5853,0
0,0,0,1,13152,1802,3,16265,0,2338,2331,0
2,0,1,0,21278,3759,1,0,3,12678,12607,1
1,1,1,0,5085,2040,3,3002,0,8624,8605,0
1,0,0,1,20748,3394,7,1630,1,3364,3377,0
1,1,1,0,23276,5318,3,12720,0,3421,3449,1
0,0,0,0,195,2544,0,1224,0,3711,3656,0
2,1,1,0,12590,2040,7,568,1,8480,8433,0
2,0,0,1,4689,1781,3,2595,0,22264,22183,1
2,0,0,0,23700,2040,7,0,1,15405,15627,0
0,0,1,1,3695,3541,2,864,0,8248,8299,0
2,1,1,1,14670,1652,1,6835,0,4078,4074,0
0,1,1,0,14782,2276,9,0,1,24656,24648,0
1,0,1,0,20177,1161,3,14666,0,16207,16240,0
0,1,1,0,24622,2156,8,1587,0,274,263,0
2,1,1,1,6453,4051,1,13581,0,15685,15761,1
2,0,1,1,13330,2040,7,8247,0,13995,14010,0
0,1,1,0,2798,3169,1,14076,0,14169,14325,1
2,1,1,0,10634,2509,7,3651,0,10383,10383,0
2,1,1,0,15946,1298,7,15824,1,20357,20340,0
0,0,0,1,4604,922,2,14857,1,24130,24149,0
1,0,1,0,18550,1298,3,2549,1,17047,17126,1
0,0,1,0,5310,1527,2,0,0,9400,9399,0
1,1,0,0,19194,2156,2,15744,1,14018,13987,0
0,0,1,0,6444,1527,0,4534,0,17865,17886,0
0,1,1,1,16543,2040,7,15737,0,20510,20439,1
0,1,1,1,23731,3394,1,9867,0,3460,3447,1
0,1,1,0,8332,1781,7,0,1,373,371,0
1,1,0,0,13594,2544,0,0,1,7296,7489,0
0,1,1,1,4771,2276,3,13728,0,19835,19875,0
2,0,1,1,16111,1888,5,13389,1,4061,4080,0
0,1,1,1,12521,6182,2,0,0,6206,6179,0
2,1,1,0,25284,2923,5,1739,0,9988,9977,1
2,1,0,1,12808,1781,5,0,1,15217,15246,0
1,0,1,0,18908,2803,8,11722,0,8711,8797,0
0,1,1,1,5446,2544,7,0,1,2130,2119,0
2,1,1,0,18460,1781,8,0,1,15338,15293,0
0,1,1,1,16252,2544,4,6331,0,738,749,0
1,1,1,0,21015,2544,1,5940,1,2772,2757,0
0,1,1,1,15502,2040,2,0,1,12608,12606,0
1,1,1,0,3372,2156,4,15669,0,12382,12363,0
0,1,1,0,15139,2544,4,0,0,21535,21547,0
0,0,1,0,16500,3478,3,143,0,6774,6760,1
0,0,1,1,12957,3918,3,7010,0,5470,5417,0
2,0,1,0,23929,2291,3,1950,0,13012,12948,0
1,0,1,0,5514,2406,8,14855,0,15837,15921,0
2,0,1,0,2605,4507,6,4938,0,14275,14201,1
0,1,1,1,1491,1273,8,0,1,14554,14640,0
2,0,1,1,16775,2315,0,14032,0,12702,13043,0
0,0,0,1,17459,3394,9,4995,0,4999,4947,0
0,0,1,1,1000,518,3,11031,0,17168,17162,0
0,1,1,1,22253,5829,2,3157,0,14353,14312,0
0,0,1,0,25084,781,3,14367,0,24619,24506,1
1,0,1,1,9463,4051,10,13074,1,12839,12958,1
0,1,0,1,10639,1781,1,0,1,17787,17735,0
1,0,1,1,5776,3119,5,14297,0,23316,23373,1
2,1,0,0,11880,4051,5,0,0,9343,9357,1
2,1,1,1,11587,1161,9,0,0,23022,23038,0
2,0,1,1,15495,3541,6,3499,0,8539,8507,0
2,1,1,0,5912,2544,3,0,1,16998,16997,0
0,0,1,1,20744,1298,10,0,1,530,514,0
1,1,1,0,15000,3279,5,8241,0,23653,23630,1
2,0,1,1,973,3541,2,15253,0,18656,18653,1
1,1,0,1,229,1916,8,6794,0,40,43,1
0,1,1,1,668,922,2,11812,0,21843,21814,0
1,0,1,1,20799,3279,4,14166,1,24273,24240,0
0,1,0,1,15109,1418,1,0,2,2058,2122,0
1,1,1,0,24700,1418,9,188,0,25403,25398,0
0,1,1,1,25278,2040,4,5160,0,19694,19649,0
2,0,0,0,16852,2668,0,0,0,14870,14634,0
1,0,0,1,3280,4879,2,5991,0,5001,4982,1
0,1,1,1,23547,2156,6,994,0,2205,2201,0
0,0,1,1,9880,327,1,0,1,1687,1686,0
0,1,1,0,19000,1298,2,3819,0,1289,1275,0
1,0,1,0,13352,2040,2,9942,0,14513,14475,1
0,0,1,0,8186,2040,2,0,1,18462,18501,0
0,0,1,1,21976,5594,3,10023,0,13503,13412,0
2,0,0,1,24894,1552,2,12872,0,21358,21550,0
0,1,1,1,23251,1916,2,0,1,10077,10049,0
1,1,1,1,14391,1161,2,3652,1,17474,17423,0
2,1,0,0,9446,2544,3,14658,0,13532,13487,0
1,0,1,1,17111,2544,7,11778,0,5010,4980,1
0,1,1,0,20691,1298,8,14781,1,13087,13047,0
1,1,1,0,16377,1781,6,2585,0,12955,12980,1
1,0,0,1,16953,3169,6,9703,0,4634,4591,1
2,0,1,0,18419,3541,2,0,1,16865,16895,0
0,1,1,0,16934,2918,2,0,1,3657,3649,1
0,1,1,0,4343,1916,8,0,1,1918,1925,0
2,1,1,1,12792,3541,1,11438,1,19966,19947,0
0,1,1,1,12237,1298,4,7805,0,8125,8104,0
0,1,0,0,8872,3225,2,0,1,3801,3796,0
1,1,1,0,14612,518,9,14295,1,10785,10811,0
0,1,1,1,2396,518,7,15893,0,15809,15742,0
0,0,1,0,7334,1007,1,4776,0,20103,20155,0
2,0,1,1,19314,1021,9,0,1,5200,5186,0
1,0,1,0,22209,3541,1,7218,0,3778,3771,1
1,1,0,0,11006,2276,10,9130,0,2359,2317,1
2,1,1,0,20353,1418,1,0,0,5021,4992,0
0,1,1,0,16653,518,4,0,0,23658,23659,0
1,1,1,0,22248,2544,2,25,1,24682,24678,0
1,1,1,1,6084,4023,2,6007,0,2763,2722,1
0,0,1,0,12358,1298,10,0,1,17283,17247,0
0,1,0,1,2751,4800,1,0,1,6162,6171,0
2,1,1,0,1365,3033,6,10501,0,7954,8359,0
2,1,1,1,7151,1916,4,0,1,24256,24233,0
0,1,1,0,14514,2918,2,1288,0,25041,25013,1
0,1,1,0,17086,3033,1,0,0,22207,22176,0
2,1,1,1,7468,1298,2,0,1,24596,24564,0
1,1,1,1,20372,1916,5,12566,0,12439,12476,0
1,1,0,0,3535,2918,6,15126,1,14883,15074,0
1,0,1,0,10202,2544,5,2866,0,24681,24687,0
0,1,1,1,15623,518,7,0,1,15092,15054,0
0,0,1,0,4246,254,4,0,0,9931,9831,0
0,1,1,1,24224,781,9,15362,0,22908,22873,0
1,1,1,1,23039,3541,2,9182,0,3024,3002,1
1,0,0,1,3850,4575,9,5554,0,1914,1822,0
1,1,1,0,2956,1418,8,15105,1,1943,1928,0
1,0,1,0,17319,5136,1,1795,0,9451,9648,1
1,1,1,0,14020,761,10,4766,0,7605,7597,0
1,1,0,0,6896,3324,2,1780,0,19667,19640,0
2,1,1,0,9395,2668,5,1612,0,19309,19383,1
0,0,1,0,22341,3421,5,0,0,1730,1745,1
2,1,1,0,23017,1652,1,0,0,7724,7856,0
1,1,1,1,16324,2918,7,6821,1,23010,23010,0
0,0,1,0,8037,3279,1,9135,0,14355,14509,1
2,0,1,0,7508,2918,5,0,1,5728,5807,1
1,1,1,0,12705,1781,5,14228,1,7426,7452,0
1,1,1,1,23743,2924,0,13241,1,15190,15331,0
1,1,1,1,7961,2668,5,7032,0,9648,9613,0
0,1,1,0,19713,1527,2,11541,1,6520,6435,1
1,1,1,1,16070,1527,9,10101,0,11430,11448,0
0,1,1,0,896,1038,7,15448,0,13313,13331,0
1,0,1,0,25254,2628,7,10665,0,5572,5557,1
0,0,1,1,6997,1916,2,14682,0,16814,16701,1
1,0,0,0,15928,4051,9,4448,0,16440,16381,1
2,1,0,1,24897,2156,8,0,1,19584,19561,0
2,0,0,1,13532,3394,3,13106,1,22410,22421,1
2,0,0,1,9505,2557,9,0,1,24366,24380,0
0,0,1,0,22570,1652,9,0,1,11680,11728,0
1,1,1,1,5300,3394,5,4472,3,8487,8294,1
0,0,1,1,16636,0,1,3646,0,1399,1434,0
1,1,1,0,19426,1536,6,119,1,24320,24337,0
1,1,1,1,12160,3581,1,11289,0,6551,6500,1
2,0,1,1,12223,3978,0,14636,0,12006,11861,0
2,1,1,1,24641,1161,4,0,1,16431,16424,0
2,1,0,1,9938,2918,3,0,1,1446,1474,0
2,1,1,0,2233,1781,3,15145,0,8674,8730,0
0,0,1,0,22784,4051,4,0,0,13762,13841,1
1,0,1,1,14091,1781,8,9260,0,11845,11959,1
0,1,1,0,14242,2575,6,2453,0,10891,10955,0
2,1,1,1,19179,1527,5,0,1,11045,11097,0
0,1,1,0,2228,781,3,0,1,23630,23606,0
0,0,1,1,17327,2040,4,0,1,16471,16380,0
1,0,1,1,4097,2276,7,8042,0,25798,25797,1
0,1,0,1,13523,4733,6,0,0,12141,12090,1
2,1,1,1,1631,1161,5,15785,0,3698,3876,0
1,1,1,0,6676,1161,5,12534,1,5548,5506,0
0,1,1,1,9649,2668,9,4919,0,3974,3975,0
0,1,0,0,20248,4366,9,16325,0,4521,4488,1
0,1,1,0,17409,1916,8,0,1,23844,23894,0
2,0,1,0,7015,3033,3,0,1,14558,14606,0
2,0,1,1,18807,4743,9,0,1,19389,19332,0
0,0,0,0,24462,2040,4,13729,0,22756,22757,0
0,1,1,0,14722,781,5,7138,1,12669,12405,0
1,1,1,1,10722,1916,3,11968,1,6906,6871,0
2,1,1,1,25163,2668,2,3693,0,23479,23438,0
1,1,1,1,25284,2385,10,1945,0,25600,25593,0
0,0,1,1,19341,1781,4,15452,0,18419,18455,0
0,0,1,1,25218,1781,4,15400,0,23256,23256,0
0,1,1,0,23319,1652,6,0,1,6766,6766,0
1,0,1,0,9199,1095,7,5123,1,434,442,0
2,0,0,1,9791,5967,2,0,1,25189,25204,0
2,1,1,1,3860,4224,5,6139,0,17329,17290,0
1,1,0,1,13252,3933,5,10424,1,8546,8550,1
0,0,1,1,9151,2256,8,0,1,13195,13146,0
2,1,1,0,21153,1527,4,0,0,3971,3953,0
0,0,1,1,2984,657,9,0,0,12772,12733,0
0,0,1,0,18346,1781,3,0,1,3471,3482,0
0,0,1,1,9010,183,8,3755,0,13343,13402,0
0,0,1,1,16411,2803,7,0,1,14077,14102,0
2,1,0,1,4985,2918,2,1741,0,11216,11205,0
0,1,1,1,24347,518,6,0,1,20905,20983,0
2,1,0,1,18816,781,1,2518,0,11167,11136,0
0,1,1,0,13349,3284,10,0,0,8020,7861,0
1,1,0,0,5857,3663,8,12967,2,13461,13644,1
0,1,0,0,8129,1916,10,8910,0,19169,19149,0
1,0,1,1,9122,3541,9,12631,1,23905,23878,1
0,0,0,1,11683,3319,4,0,1,19904,19800,0
0,1,1,0,14460,2406,9,16012,0,10721,10837,0
1,1,1,1,10783,1298,4,2363,0,8535,8557,0
2,0,1,0,23278,2040,2,11167,0,24040,24046,0
2,1,0,1,16711,1298,8,0,1,18126,18196,0
0,1,1,1,1502,1527,7,0,1,419,425,0
2,0,1,1,14243,2040,2,762,0,7267,7292,0
0,1,1,0,9411,1418,4,0,1,22088,22108,0
2,0,1,0,7903,1527,4,0,1,480,462,1
2,1,1,1,14594,1418,2,15848,1,10706,10665,0
0,1,1,0,20666,2406,0,1778,0,9961,10051,1
2,1,1,1,6583,2406,0,7337,0,14810,14905,0
0,0,1,1,25284,2668,2,0,1,12754,12818,0
1,1,0,0,24521,2156,6,5924,1,1588,1548,0
0,1,1,0,25284,2803,9,2845,0,11557,11883,0
2,1,1,1,20377,4424,1,7755,0,9587,9506,0
0,0,1,0,22614,2544,5,0,0,11582,11574,0
2,1,0,1,4739,2156,1,8518,1,21298,21403,0
1,1,1,1,21352,3975,8,7551,1,453,438,0
1,0,1,1,80,2918,4,9248,0,3811,3795,1
0,1,1,0,16337,1781,3,10395,0,22780,22727,0
2,1,1,1,4814,1527,9,12135,0,19564,19652,0
0,1,0,0,28,1781,6,11295,0,11035,10982,1
0,1,0,1,20115,1916,1,15088,0,14701,14676,0
0,0,1,0,14722,1097,6,15958,0,17382,17377,1
0,0,1,1,15443,2156,3,9005,0,71,74,1
0,1,1,1,17710,1916,4,0,0,17162,17164,0
2,1,1,1,10441,781,7,0,0,24767,24752,0
0,0,0,1,6532,2276,4,7844,0,15948,15991,0
0,1,1,0,17834,2544,0,14305,1,11348,11344,0
0,1,0,1,4249,2040,9,2729,1,6917,6856,0
1,0,1,1,14260,1527,9,4141,1,15746,15791,0
1,1,1,0,19674,518,1,7568,1,3631,3639,0
0,0,0,1,652,1652,3,11066,0,3944,3744,0
1,1,1,0,298,1652,2,2771,0,15936,15898,0
1,1,1,0,11647,1418,4,11788,1,20119,20103,0
1,0,1,1,3954,2803,2,12997,1,13724,13782,0
0,1,1,1,9700,1781,7,13084,1,15390,15498,0
1,0,1,1,12265,4666,1,11196,0,4890,4903,0
2,0,0,1,40,183,7,15637,1,18723,18673,1
2,1,1,0,16721,2645,7,3511,0,8389,8276,0
0,1,1,1,5920,2040,6,1264,0,1275,1281,0
0,1,1,1,2787,1916,5,5157,0,6623,6621,0
2,0,1,1,12210,6041,2,0,0,11357,11278,0
1,1,1,1,15833,1161,7,908,1,11316,11310,0
0,0,1,0,24610,1781,1,9545,0,25592,25592,0
0,1,1,1,94,1038,4,15846,0,21390,21486,0
0,0,1,0,21067,1556,3,13832,1,9982,9984,0
0,0,1,0,21356,1418,2,0,1,19592,19741,1
0,0,1,0,14895,1038,1,10254,0,13090,13367,0
0,1,1,1,17497,1038,6,0,1,18598,18600,0
1,0,1,1,55,2040,4,5140,0,2456,2504,1
0,1,0,0,4026,2156,6,12657,0,3819,3810,0
0,1,0,1,12877,2156,7,0,1,24544,24518,0
0,0,1,0,8595,484,5,0,1,24507,24471,0
2,1,1,0,1568,781,5,0,1,4343,4334,0
0,1,1,0,10338,1527,3,0,2,20067,20097,0
1,0,1,1,6905,4306,5,9871,1,6402,6460,1
0,1,1,0,1964,1527,3,0,1,14777,14714,0
0,1,1,1,19399,2544,3,11186,0,9723,9789,0
2,1,1,0,15060,2668,0,0,0,17380,17451,0
1,0,1,0,14426,3034,5,10621,0,2803,2806,1
0,1,1,1,8989,4666,6,10177,0,8809,8769,0
0,1,1,0,3766,1781,7,2714,0,23258,23233,0
1,1,1,0,7331,2803,3,9582,0,18728,18734,1
2,0,1,1,12709,1418,4,0,1,20150,20154,0
1,1,1,1,14758,1781,9,13969,1,9214,9223,0
2,0,1,1,8064,1161,5,5444,1,18998,19059,0
2,1,0,1,5143,3279,6,0,0,22181,22260,1
1,1,1,0,7997,2073,6,7310,0,10195,10237,1
1,0,1,1,1799,1418,7,11211,0,22593,22578,0
1,1,1,1,18152,337,1,7532,1,11523,11589,0
0,1,1,0,3197,781,5,15102,0,6078,6044,0
0,1,1,0,7341,1652,7,0,1,7597,7623,0
0,0,1,0,11608,1161,0,5115,1,20955,20927,0
0,1,1,1,2458,4051,10,5647,1,9105,9182,0
0,1,1,1,13783,1955,5,0,1,9825,9810,0
1,0,1,1,14385,1298,1,5038,0,21925,22005,0
2,0,1,0,15850,1418,5,5695,0,17112,17059,0
0,1,1,1,9858,1418,7,0,1,18208,18183,0
0,1,1,0,10742,2918,7,12457,0,18237,18180,0
0,1,0,1,15896,2156,1,3508,1,11093,10952,0
0,1,1,1,18188,3962,1,0,0,16018,15948,0
0,1,1,1,25214,992,3,0,1,2977,2982,0
0,0,1,0,18080,1652,3,13554,0,12471,12518,0
2,0,1,0,16274,1781,1,0,1,9865,10047,0
2,1,1,1,2934,2406,3,0,1,3955,3990,0
2,1,1,0,11536,922,10,0,1,24567,24566,0
0,0,1,0,9555,657,7,14496,0,5384,5433,0
0,0,0,1,20492,411,4,720,1,8719,8598,0
2,1,0,1,22316,1723,7,14033,0,23760,23779,0
0,1,1,1,23130,494,2,0,1,25589,25589,0
1,0,1,1,21729,5277,10,1343,1,2685,2808,0
0,0,1,1,5163,1418,5,0,0,21236,21168,0
2,0,1,1,8003,2156,3,7040,0,2798,2792,0
2,0,1,1,5785,2578,5,14637,0,10789,10702,0
2,0,1,0,8905,2156,2,1569,1,12469,12462,0
2,1,1,1,19943,1781,3,0,1,1623,1619,0
0,1,1,1,3781,2040,3,0,0,11973,12032,0
2,1,1,0,16283,1916,9,0,1,6065,5772,0
0,1,1,0,1575,408,4,0,1,13481,13439,0
1,1,1,1,21321,1561,0,13678,1,5562,5564,0
1,0,1,1,11221,1916,6,6880,1,4205,4131,0
0,0,1,0,21751,4666,2,13974,0,6463,6436,1
0,1,1,1,1401,1652,2,0,1,19464,19452,0
2,1,1,1,10896,4705,2,1793,0,3517,3478,0
2,1,1,1,18534,1652,1,7872,0,19383,19657,0
1,1,1,1,24645,2156,4,10691,1,12461,12424,0
1,1,1,0,8219,2544,6,14235,0,10206,10158,1
2,1,1,1,11200,768,6,2854,0,20703,20719,0
1,0,1,1,6706,2156,1,10199,0,18741,18902,1
0,0,0,1,16132,3394,10,3252,0,18492,18365,0
0,1,0,0,23765,2156,9,0,1,5245,5304,0
0,1,0,1,12276,4424,3,0,1,19225,19195,0
0,0,0,1,3419,1038,7,0,1,6587,6590,0
0,1,1,1,7711,3964,7,912,1,17789,17963,0
1,0,1,0,24043,1781,9,6496,1,13372,13399,0
2,0,1,1,15853,1916,9,5156,1,8839,8874,0
1,0,0,1,1795,3394,4,7074,0,12300,12334,0
2,1,1,0,23442,2040,10,3405,0,7663,7651,0
1,1,1,0,5109,3033,10,4165,0,12291,12205,1
0,1,1,1,21790,3394,7,0,1,20328,20274,0
0,0,0,1,6258,1161,5,0,0,17192,17114,0
0,1,0,1,12322,4934,3,0,1,504,509,0
2,0,1,1,15293,1916,7,13391,1,11811,11812,0
1,0,1,0,7490,1781,3,13942,0,19442,19491,0
2,1,1,0,12724,518,5,12674,1,9389,9503,0
1,0,1,0,3569,2668,4,4774,0,3629,3690,0
1,0,1,0,5715,518,8,10988,1,10820,10899,0
0,0,1,0,12797,1916,3,330,0,1390,1397,0
0,1,1,0,6010,2544,5,0,1,22139,22141,0
0,1,1,0,12985,1652,2,0,1,254,255,0
0,0,1,0,12825,562,8,2084,0,6063,5961,0
0,0,1,1,16249,1161,1,1194,0,7895,7970,0
2,1,1,1,17787,1916,4,0,1,22163,22162,0
2,0,1,1,17605,1527,5,0,1,14688,14752,0
1,0,1,1,2551,1781,5,15838,0,22492,22519,0
2,0,0,1,5435,1038,3,6809,0,16989,17057,0
2,0,0,0,13482,2156,7,0,1,13487,13508,0
1,1,1,1,14208,1161,7,15715,0,2995,3021,0
0,1,1,1,23326,1619,7,0,1,25961,25965,0
2,1,0,1,6903,2668,3,16459,2,8682,8084,1
1,1,1,0,1981,1916,4,10541,1,22905,22814,0
0,1,1,0,19748,1768,3,0,0,4103,4089,0
0,0,1,1,2165,1401,0,0,1,19887,19979,0
1,0,0,1,6640,3394,1,13939,0,7353,7466,1
1,0,1,1,12295,3279,6,6050,1,10282,10372,1
0,1,0,0,2216,1298,8,13737,0,1776,1777,0
0,1,1,1,19096,2918,4,0,0,5364,5353,0
0,1,1,1,7596,2406,7,0,1,20382,20378,0
2,1,1,0,6211,2918,3,0,0,15299,15227,0
0,1,1,1,24363,1916,5,9949,0,19363,19368,0
2,1,0,1,7187,985,2,379,0,4111,4082,0
2,1,1,1,2697,2156,7,6788,0,8293,8296,0
2,0,1,1,7663,518,3,0,1,14522,14577,0
0,0,0,1,12520,3918,0,634,1,24557,24525,1
1,1,1,0,5825,3791,5,2805,0,25475,25481,1
2,1,0,1,13493,0,5,0,0,4692,5311,0
2,0,1,0,21766,1418,3,0,1,13382,13749,0
2,0,1,0,21209,922,7,0,1,20223,20318,0
1,0,0,0,11167,3169,3,8409,0,11881,11768,1
1,1,1,1,11938,4051,9,14850,0,20608,20591,1
0,1,0,0,837,2668,3,7090,0,8925,8935,0
2,1,1,1,4211,5654,9,0,1,13571,13545,0
0,1,1,1,13669,5628,4,2292,0,4003,3973,0
1,0,1,1,19391,4073,10,14756,0,22672,22624,0
1,1,0,1,15743,2406,6,0,0,19082,19093,0
0,0,1,1,20437,781,5,0,2,588,584,0
1,1,1,1,10197,2276,6,3485,0,8527,8592,0
0,1,0,0,10402,419,8,6189,1,13248,13157,0
0,1,0,1,8231,2276,6,0,1,10940,10911,0
1,0,1,0,3642,2803,7,1236,1,9180,9191,0
1,1,1,0,18076,4051,7,4235,1,10334,10380,1
0,0,1,1,6523,3663,3,0,0,10819,10815,0
0,0,1,1,9066,2081,4,3194,0,21051,21042,0
2,1,1,1,6661,2156,7,3134,0,5444,5461,0
0,1,1,0,10818,2406,4,7493,0,25899,25902,0
0,0,1,0,24991,2544,3,13816,1,5821,5880,0
2,1,0,1,13804,5104,1,1548,0,16561,16502,0
0,1,1,0,17665,714,2,15851,0,20165,20102,0
0,1,1,1,25121,781,2,0,1,1012,1015,0
1,1,1,0,13679,1418,8,6552,0,14085,14126,0
1,1,1,0,20982,922,9,10030,1,13900,13884,0
0,1,0,0,19493,914,1,0,1,4851,4914,0
0,0,1,1,21996,1781,8,599,0,8911,8923,0
1,0,1,1,7427,657,9,575,1,12170,12252,0
1,0,1,1,9079,3169,1,9845,0,17275,17321,1
2,1,1,1,23724,2156,1,0,2,13529,13414,1
2,1,1,1,20871,1161,8,0,0,9519,9581,0
2,0,1,1,15235,2040,6,13907,0,12205,12194,0
0,0,1,1,25284,1652,3,4299,0,5413,5387,0
0,0,1,1,16164,5991,3,0,1,299,292,0
0,1,0,0,8627,1652,9,2301,0,1451,1455,0
0,1,1,1,10358,1652,1,12947,0,17917,17911,0
0,0,1,1,5046,657,5,0,1,25562,25572,0
2,1,1,0,12412,2668,3,13399,0,12493,12423,0
0,1,1,1,23397,2156,6,0,0,2199,2185,0
0,1,1,0,10041,2668,3,14304,0,2232,2220,0
1,1,1,1,22729,4051,7,7186,0,25099,25034,1
0,1,1,0,5968,2803,6,0,1,615,606,0
1,1,1,0,4367,2040,8,12123,1,6716,6657,0
0,0,0,1,8690,2918,9,5658,1,6380,6346,0
0,1,1,0,7466,657,6,0,1,3829,4075,0
0,0,1,0,18439,1781,7,5699,0,4162,4193,0
2,1,1,1,526,2040,3,0,1,10129,10099,0
0,1,0,0,4805,1781,4,7642,0,5670,5666,0
0,1,1,0,15376,403,5,15865,0,21328,21090,0
2,0,1,0,16867,1298,4,2037,0,17748,17795,0
0,0,0,0,13026,2276,3,0,1,2244,2168,0
2,1,1,1,3122,4306,8,1826,1,17069,17139,0
1,0,1,0,22722,2544,5,5703,1,3533,3566,0
0,0,0,1,22918,1038,2,1972,1,12575,12348,0
2,1,1,0,7438,1161,7,0,1,10220,10155,0
2,0,0,0,19033,2544,1,15550,0,2490,2439,0
0,1,1,1,17814,1527,10,0,1,25618,25605,0
1,0,1,0,13225,1298,7,11520,2,24901,24892,1
0,1,1,1,16785,1652,5,0,1,8427,8428,0
1,1,1,1,14454,2156,5,14995,0,4499,4463,0
2,1,1,0,12532,3306,5,0,0,818,809,1
1,0,1,0,13106,2156,10,3299,0,20838,20939,0
0,1,1,0,19025,411,5,8792,1,8041,8141,0
0,1,1,0,19795,2803,6,15442,1,9620,9717,0
0,0,1,0,8633,3394,10,0,2,21812,21937,1
2,1,1,1,22751,4424,7,1416,0,14691,14637,0
2,1,1,0,7547,2276,6,3721,1,3232,3285,0
1,0,0,1,25126,1634,2,13760,0,14868,14746,0
2,1,1,1,12643,5581,4,12446,1,16749,16859,0
0,0,0,0,24908,1038,5,0,1,8570,8599,0
0,1,1,1,2361,4666,2,0,1,6801,6782,0
1,1,1,0,12402,1161,7,2153,1,11543,11522,0
2,0,1,0,14353,3791,8,6523,0,4574,4577,1
1,0,1,0,12416,1161,7,2064,1,23474,23503,0
2,0,1,0,20303,3169,2,0,2,16730,16598,1
0,0,1,1,9928,1298,2,4029,0,23114,23095,1
2,0,1,0,10422,1038,2,13468,2,3601,3533,1
2,1,1,0,4547,1605,2,15505,1,4531,4627,0
1,0,1,0,22780,922,1,3479,0,10238,10278,0
0,1,1,1,4557,4306,5,5945,1,8918,8938,0
0,1,1,0,3215,1916,7,14056,1,22155,22232,0
0,1,1,1,14024,1161,8,0,1,17847,17828,0
1,0,0,0,18347,3541,9,1346,0,24,21,1
1,0,1,1,7572,1652,10,14925,0,7832,7915,0
0,1,1,1,8110,5827,6,6940,0,11706,11764,0
0,1,1,0,8056,1781,3,0,0,9602,9572,1
2,0,1,0,8804,1161,4,0,0,12706,12636,0
0,0,1,0,20806,3198,2,6695,0,8080,8078,0
0,0,1,1,1141,5400,5,5277,0,4158,4166,0
2,1,1,1,5262,2156,6,0,1,20483,20486,0
0,1,1,0,7235,1298,5,0,0,7363,7348,1
1,1,1,0,3648,2918,6,9247,0,1846,1803,1
2,0,1,1,21944,5646,9,0,0,5057,5094,0
1,1,1,1,21508,781,6,15784,1,19439,19290,0
2,1,1,1,5794,922,5,14635,0,25989,25991,0
2,1,1,0,15432,2544,4,0,1,21671,21610,0
0,0,1,1,17501,4309,5,0,1,23475,23444,0
2,0,1,0,6822,1281,4,7099,1,17376,17365,0
2,1,1,0,14727,1781,6,1730,0,21229,21134,0
2,1,0,1,18623,1038,7,0,1,20708,20713,0
0,1,1,0,13710,2803,8,12033,0,11965,12030,0
2,1,0,0,12418,2668,5,0,0,19579,19682,1
0,0,0,0,22120,657,4,0,1,6915,7351,0
1,0,1,0,23682,2544,3,7726,0,25536,25546,0
0,0,0,1,7348,1916,8,0,1,2180,2165,0
0,1,0,0,3101,1038,7,6265,0,19524,19303,0
2,1,1,1,14667,1781,8,10583,0,21832,21819,0
0,1,1,1,1424,1781,3,13797,0,1266,1249,0
1,0,1,1,15767,5165,5,6656,1,8529,8583,1
1,0,1,1,13079,6149,3,8197,0,3243,3226,0
1,0,1,1,23523,781,5,4156,1,2688,2673,0
2,0,1,0,2266,2544,4,0,1,2897,2886,0
0,1,1,1,20713,5174,2,0,0,21626,21761,1
0,0,1,1,19401,1652,4,0,1,15798,15738,0
0,0,1,0,8096,1418,5,0,1,14101,14094,0
2,1,1,1,19559,5460,3,0,1,7366,7302,0
0,0,1,0,24166,3791,10,0,1,23735,23677,0
2,1,1,0,17324,2918,2,0,0,723,726,1
1,1,0,0,23770,1781,0,12,1,4648,4643,0
0,1,1,0,5220,3094,1,9741,0,8407,8362,1
1,0,0,0,22449,4051,2,8789,0,391,362,1
1,1,1,0,21404,1527,2,12828,0,2409,2394,0
2,1,0,1,8109,3918,3,15834,0,16157,16192,0
0,1,0,0,2655,2040,8,0,0,7904,7867,0
2,1,1,1,7148,1916,5,3822,0,24540,24559,0
1,1,1,1,22963,507,2,9980,1,10405,10494,0
2,0,1,0,17713,1298,3,0,1,5350,5333,0
0,1,0,1,12670,1916,9,0,1,286,289,0
0,0,1,0,10152,2544,6,0,0,6173,6168,1
0,0,1,0,14482,2803,10,16021,0,7212,7105,0
2,0,1,0,7591,2668,2,0,1,14821,14849,0
0,1,1,1,21339,411,7,0,1,8990,8977,0
0,1,1,1,12790,5197,2,13455,1,8477,8402,0
1,1,1,1,14374,2502,10,8033,1,25272,25256,0
1,0,0,0,16860,1298,0,976,0,23368,23423,0
